Bus Name,Routes
Hazi Transport (হাজি ট্রান্সপোর্ট),⇄ Mirpur 12 (মিরপুর ১২) ⇄ Pallabi (পল্লবী) ⇄ Purobi (পুরবী) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Agargaon (আগারগাঁও) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Gulistan (গুলিস্তান) ⇄ Motijheel (মতিঝিল)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Himachal (হিমাচল),⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Mohakhali (মহাখালী) ⇄ Gulshan 1 (গুলশান ১) ⇄ Badda (বাড্ডা) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Khilgaon Khidmah Hospital (খিলগাঁও খিদমাহ হাসপাতাল)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Himachal Suveccha (হিমাচল শুভেচ্ছা),⇄ Metro Hall (মেট্রো হল) ⇄ Chasara (চাষারা) ⇄ Shibu Market (শিবু মার্কেট) ⇄ Jalkuri (জলকুড়ি) ⇄ Sign Board (সাইন বোর্ড) ⇄ Matuail (মাতুয়াইল) ⇄ Rayerbag (রায়েরবাগ) ⇄ Shonir Akhra (শনির আখরা) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Janapoth Moor (জনপথ মোড়) ⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ High Court (উচ্চ আদালত) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Shahbag (শাহবাগ) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Farmgate (ফার্মগেট) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Agargaon (আগারগাঁও) ⇄ Taltola (তালতলা) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Kazipara (কাজীপাড়া) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Purobi (পুরবী) ⇄ Pallabi (পল্লবী) ⇄ Mirpur 12 (মিরপুর ১২)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Himalay (হিমালয়),⇄ Madanpur (মদনপুর) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Bangladesh Bank (বাংলাদেশ ব্যাংক) ⇄ Mogbazar (মগবাজার) ⇄ Mohakhali (মহাখালী) ⇄ Tongi (টঙ্গী)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Itihash (ইতিহাস),⇄ Mirpur 14 (মিরপুর ১৪) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Ansar Camp (আনসার ক্যাম্প) ⇄ Technical (টেকনিক্যাল) ⇄ Gabtoli (গাবতলি) ⇄ Amin Bazar (আমিন বাজার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Savar (সাভার) ⇄ Nobinagar (নবীনগর) ⇄ Baipayl (বাইপাইল) ⇄ Zirani Bazar (জিরানী বাজার) ⇄ Nandan Park (নন্দন পার্ক) ⇄ Chandra (চন্দ্রা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
J M Super Paribahan (জে এম সুপার পরিবহন),⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Mugdapara (মুগদাপাড়া) ⇄ Bashabo (বাসাবো) ⇄ Khilgaon (খিলগাঁও) ⇄ Malibagh Railgate (মালিবাগ রেলগেট) ⇄ Hazipara (হাজীপাড়া) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Merul Badda (মেরুল বাড্ডা) ⇄ Uttar Badda (উত্তর বাড্ডা) ⇄ Shahjadpur (শাহজাদপুর) ⇄ Bashtola (বাঁশতলা) ⇄ Notun Bazar (নতুন বাজার) ⇄ Nadda (নদ্দা) ⇄ Bashundhara (বসুন্ধরা) ⇄ Jamuna Future Park (যমুনা ফিউচার পার্ক) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Tongi (টঙ্গী)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Jabale Noor Paribahan (জাবালে নুর পরিবহন),⇄ Agargaon (আগারগাঁও) ⇄ Taltola (তালতলা) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Kazipara (কাজীপাড়া) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Purobi (পুরবী) ⇄ Pallabi (পল্লবী) ⇄ Kalshi (কালশী) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Jabale Noor Paribahan (জাবালে নুর পরিবহন),⇄ Gabtoli (গাবতলি) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kalshi (কালশী) ⇄ Kuril Flyover (কুড়িল ফ্লাইওভার) ⇄ Notun Bazar (নতুন বাজার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Janjabil (জানযাবিল),⇄ Gabtoli (গাবতলি) ⇄ Beribadh Tin Rastar Moor (বেড়িবাঁধ তিন রাস্তার মোড়) ⇄ Rayer Bazar (রায়ের বাজার) ⇄ Sikder Medical College (সিকদার মেডিকেল কলেজ) ⇄ Hazaribag (হাজারিবাগ) ⇄ Kamrangirchar (কামরাঙ্গীরচর) ⇄ Showari Ghat (শোয়ারী ঘাট) ⇄ Babubazar (বাবুবাজার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Kamal Plus Paribahan (কামাল প্লাস পরিবহন),⇄ Chittagong Road (চট্টগ্রাম রোড) ⇄ Sign Board (সাইন বোর্ড) ⇄ Matuail (মাতুয়াইল) ⇄ Rayerbag (রায়েরবাগ) ⇄ Shonir Akhra (শনির আখরা) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Gulistan (গুলিস্তান) ⇄ Chankhar Pul (চাঁকহার পুল) ⇄ Bakshi Bazar (বকশী বাজার) ⇄ Azimpur (আজিমপুর) ⇄ Nilkhet (নীলক্ষেত) ⇄ New Market (নিউ মার্কেট) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ City College (সিটি কলেজ) ⇄ Jigatola (জিগাতোলা) ⇄ Dhanmondi 15 (ধানমন্ডি ১৫) ⇄ Star Kabab (স্টার কাবাব) ⇄ Shankar (শঙ্কর) ⇄ Mohammadpur (মোহাম্মদপুর) ⇄ Ghatar Char (ঘাটার চর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
kanak (কনক),⇄ Mirpur 1 (মিরপুর ১) ⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Purobi (পুরবী) ⇄ Kalshi (কালশী) ⇄ ECB Square (ইসিবি স্কয়ার) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Khajababa (খাজা বাবা),⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ High Court (উচ্চ আদালত) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Shahbag (শাহবাগ) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Farmgate (ফার্মগেট) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Agargaon (আগারগাঁও) ⇄ Taltola (তালতলা) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Kazipara (কাজীপাড়া) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Purobi (পুরবী) ⇄ Pallabi (পল্লবী) ⇄ Mirpur 12 (মিরপুর ১২)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Kironmala Paribahan (কিরণমালা),⇄ Chiriyakhana (চিরিয়াখানা) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Rupnagar (রূপনগর) ⇄ Birulia (বিরুলিয়া) ⇄ Ashulia (আশুলিয়া) ⇄ Zirabo (জিরাবো) ⇄ Narsinghapur (নরসিংহপুর) ⇄ Surabari (সুরাবাড়ী) ⇄ Jarun (যারুন) ⇄ Konabari (কোনাবাড়ী)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Labbayek(লাব্বাইক),⇄ Savar (সাভার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Amin Bazar (আমিন বাজার) ⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Mogbazar (মগবাজার) ⇄ Mouchak (মৌচাক) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Rajarbag (রাজারবাগ) ⇄ Khilgaon flyover (খিলগাঁও ফ্লাইওভার) ⇄ Bashabo (বাসাবো) ⇄ Mugdapara (মুগদাপাড়া) ⇄ Manik Nagar (মানিক নগর) ⇄ Golapbagh Chowrasta (গোলাপবাগ চৌরাস্তা) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Janapoth Moor (জনপথ মোড়) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Kazla (কাজলা) ⇄ Shonir Akhra (শনির আখরা) ⇄ Rayerbag (রায়েরবাগ) ⇄ Matuail (মাতুয়াইল) ⇄ Sign Board (সাইন বোর্ড)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Seating Service 
Lal Sabuj (লাল সবুজ),⇄ Nandan Park (নন্দন পার্ক) ⇄ Zirani Bazar (জিরানী বাজার) ⇄ Baipayl (বাইপাইল) ⇄ Nobinagar (নবীনগর) ⇄ Savar (সাভার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Amin Bazar (আমিন বাজার) ⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Gulistan (গুলিস্তান) ⇄ Motijheel (মতিঝিল)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Seating Service 
Lams Paribahan (লামস পরিবহন),⇄ Mirpur 12 (মিরপুর ১২) ⇄ Pallabi (পল্লবী) ⇄ Purobi (পুরবী) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Taltola (তালতলা) ⇄ Agargaon (আগারগাঁও) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ Dainik Bangla Moor (দৈনিক বাংলা মোড়) ⇄ Motijheel (মতিঝিল)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Malancha (মালঞ্চ),⇄ Mohammadpur (মোহাম্মদপুর) ⇄ Shankar (শঙ্কর) ⇄ Star Kabab (স্টার কাবাব) ⇄ Dhanmondi 15 (ধানমন্ডি ১৫) ⇄ Jigatola (জিগাতোলা) ⇄ City College (সিটি কলেজ) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ Bata Signal (বাটা সিগন্যাল) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Gulistan (গুলিস্তান) ⇄ Dayagonj (দয়াগঞ্জ) ⇄ Dhupkhola (ধুপখোলা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Manjil Express (মাঞ্জিল এক্সপ্রেস),⇄ Chittagong Road (চট্টগ্রাম রোড) ⇄ Sign Board (সাইন বোর্ড) ⇄ Matuail (মাতুয়াইল) ⇄ Rayerbag (রায়েরবাগ) ⇄ Shonir Akhra (শনির আখরা) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Kakrail (কাকরাইল) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Mogbazar (মগবাজার)⏰ Starting Time: 05:30 AM & Closing Time: 10:30 PM🚌 Seating Service Type: Semi-Seating Service 
